,manufacturer,model_name,category,screen_size_inch,cpu,ram_gb,storage,gpu,os,os_version,weight,price_euros,cpu_manufacturer,gpu_manufacturer,screen_width_px,screen_height_px,cpu_speed_GHz
1135,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16,1TB Hybrid,AMD Radeon R7 M360,Windows,10,2.5kg,1099.0,Intel,AMD,1920,1080,2.5
1136,HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M3000M,Windows,7,3kg,3949.4,Intel,Nvidia,1920,1080,2.6
1137,Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Windows,10,2.5kg,784.0,Intel,AMD,1366,768,2.5
1138,MSI,GT72S Dominator,Gaming,17.3,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,3.78kg,2399.0,Intel,Nvidia,1920,1080,2.7
1139,HP,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.88kg,2171.72,Intel,Intel,1920,1080,2.5
1140,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,Windows,10,2.8kg,2440.0,Intel,Intel,2560,1440,2.6
1141,MSI,GP62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,1142.8,Intel,Nvidia,1920,1080,2.8
1142,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1629.0,Intel,Intel,1920,1080,2.4
1143,HP,ZBook 15,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.59kg,2229.0,Intel,Nvidia,1920,1080,2.6
1144,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1799.0,Intel,Intel,2560,1440,2.6
1145,HP,ZBook Studio,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.0kg,1899.0,Intel,Nvidia,1920,1080,2.6
1146,HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U 2.50GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,2296.95,Intel,Intel,1920,1080,2.5
1147,Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.18kg,1009.9,Intel,Nvidia,1920,1080,2.7
1148,HP,EliteBook 850,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.88kg,1579.0,Intel,Intel,1920,1080,2.3
1149,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.27kg,2339.0,Intel,Intel,2560,1440,2.5
1150,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,No OS,,1.9kg,339.0,Intel,Intel,1366,768,2.0
1151,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,Windows,10,1.86kg,297.0,AMD,AMD,1366,768,1.8
1152,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,1TB HDD,AMD Radeon R5 M330,No OS,,2.32kg,599.0,Intel,AMD,1920,1080,2.3
1153,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows,10,2.62kg,1199.0,Intel,Nvidia,1920,1080,2.8
1154,Dell,XPS 15,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Nvidia GeForce 960M,Windows,10,2.04kg,2250.68,Intel,Nvidia,3840,2160,2.3
1155,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,4,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,478.89,AMD,AMD,1920,1080,2.5
1156,MSI,GP72M 7REX,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1492.8,Intel,Nvidia,1920,1080,2.8
1157,Lenovo,ThinkPad T460s,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12,512GB SSD,Intel HD Graphics 520,Windows,7,1.4kg,2299.0,Intel,Intel,1920,1080,2.6
1158,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,1TB Hybrid,AMD Radeon R5 M330,Windows,10,2.5kg,788.49,Intel,AMD,1920,1080,2.3
1159,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,2041.0,Intel,Intel,2560,1440,2.6
1160,Lenovo,ThinkPad T460,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.7kg,1499.0,Intel,Intel,1920,1080,2.6
1161,MSI,GS40 Phantom,Gaming,14.0,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,1.7kg,1769.0,Intel,Nvidia,1920,1080,2.6
1162,HP,Pavilion 15-cb003nv,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899.0,Intel,Nvidia,1920,1080,2.8
1163,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Intel HD Graphics 520,Windows,10,2.2kg,459.0,Intel,Intel,1366,768,2.0
1164,HP,250 G4,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,No OS,,2.1kg,476.99,Intel,Intel,1366,768,2.3
1165,Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1498.0,Intel,Nvidia,3840,2160,2.8
1166,Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1390.0,Intel,Intel,1920,1080,2.5
1167,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 920MX ,Windows,10,2.2kg,468.0,Intel,Nvidia,1920,1080,2.0
1168,HP,Stream 14-AX000nv,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.44kg,249.0,Intel,Intel,1366,768,1.6
1169,MSI,PL60 7RD,Gaming,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,839.0,Intel,Nvidia,1920,1080,2.7
1170,HP,250 G5,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.96kg,679.0,Intel,Intel,1920,1080,2.5
1171,HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,10,2.1kg,1159.0,Intel,Intel,1920,1080,1.8
1172,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369.0,Intel,Intel,1366,768,1.6
1173,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,No OS,,2.1kg,398.0,Intel,Intel,1366,768,2.3
1174,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,No OS,,2.2kg,709.0,Intel,Nvidia,1920,1080,2.7
1175,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,769.0,Intel,Intel,1920,1080,2.4
1176,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Intel Core i7 6500U 2.5GHz,4,1TB Hybrid,Intel HD Graphics 520,Windows,7,2.32kg,825.0,Intel,Intel,1920,1080,2.5
1177,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD,Nvidia GeForce GTX 960,Windows,10,3.31kg,1305.0,Intel,Nvidia,1920,1080,2.6
1178,MSI,GS60 Ghost,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,1.91kg,2153.37,Intel,Nvidia,1920,1080,2.6
1179,HP,ProBook 450,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,650.0,Intel,Intel,1366,768,2.3
1180,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.36kg,1637.0,Intel,Intel,2560,1440,2.3
1181,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Nvidia GeForce 920M,Windows,10,1.54kg,831.0,Intel,Nvidia,1920,1080,2.7
1182,Dell,Vostro 5568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce GT 940MX,Linux,,1.98kg,895.01,Intel,Nvidia,1920,1080,2.7
1183,Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 2GHz,4,500GB HDD,Intel HD Graphics 500,Windows,10,2.1kg,333.0,Intel,Intel,1366,768,2.0
1184,HP,Pavilion 15-BC000nv,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,6,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.18kg,799.0,Intel,Nvidia,1920,1080,2.6
1185,Asus,Rog GL552VW-DM201T,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.591kg,909.0,Intel,Nvidia,1920,1080,2.6
1186,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,2.09kg,1179.0,Intel,Intel,1920,1080,2.7
1187,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.23kg,691.0,Intel,Nvidia,1920,1080,2.5
1188,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Linux,,1.23kg,1099.0,Intel,Intel,3200,1800,2.4
1189,Acer,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.2kg,2599.0,Intel,Nvidia,1920,1080,2.8
1190,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,819.0,Intel,Nvidia,1920,1080,2.5
1191,Samsung,Chromebook Plus,2 in 1 Convertible,12.3,Samsung Cortex A72&A53 2.0GHz,4,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,,1.15kg,659.0,Samsung,ARM,2400,1600,2.0
1192,HP,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.86kg,485.0,Intel,Intel,1366,768,2.5
1193,Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.1GHz,8,256GB Flash Storage,Intel HD Graphics 5300,macOS,X,0.920kg,1163.0,Intel,Intel,2304,1440,1.1
1194,Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1199.0,Intel,Intel,1920,1080,2.5
1195,HP,Pavilion Power,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.21kg,1327.0,Intel,Nvidia,1920,1080,2.8
1196,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,No OS,,1.9kg,368.0,Intel,AMD,1366,768,2.0
1197,Asus,Rog G752VY-GC229T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2150.0,Intel,Nvidia,1920,1080,2.6
1198,Acer,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 2GHz,4,1TB HDD,Intel HD Graphics 500,Linux,,2.1kg,272.0,Intel,Intel,1366,768,2.0
1199,MSI,GS73VR 7RF,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,2048.9,Intel,Nvidia,1920,1080,2.8
1200,Dell,Inspiron 5567,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,128GB SSD,AMD Radeon R7 M440,Windows,10,2.3kg,499.0,Intel,AMD,1366,768,2.0
1201,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Nvidia GeForce 920MX,No OS,,2.2kg,629.0,Intel,Nvidia,1366,768,2.5
1202,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows,10,2kg,1285.0,Intel,Intel,1920,1080,1.8
1203,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.2kg,2680.0,Intel,Intel,3200,1800,2.7
1204,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1169.0,Intel,Nvidia,1920,1080,2.6
1205,Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R7 M445,Windows,10,2.36kg,889.0,Intel,AMD,1920,1080,2.5
1206,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.91kg,579.0,Intel,Intel,1366,768,2.5
1207,Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series 9000 2.2GHz,4,500GB HDD,AMD Radeon R2 Graphics,Windows,10,2.2kg,299.0,AMD,AMD,1366,768,2.2
1208,Acer,Aspire E5-774G,Notebook,17.3,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows,10,3.3kg,629.0,Intel,Nvidia,1600,900,2.0
1209,Asus,Rog Strix,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.2kg,2449.0,Intel,Nvidia,1920,1080,2.8
1210,Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.2GHz,8,512GB Flash Storage,Intel HD Graphics 515,macOS,X,0.920kg,1279.0,Intel,Intel,2304,1440,1.2
1211,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1749.0,Intel,Nvidia,1920,1080,2.8
1212,MSI,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,1948.99,Intel,Nvidia,1920,1080,2.6
1213,Dell,Inspiron 7579,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.191kg,999.0,Intel,Intel,1920,1080,2.5
1214,Asus,ROG Strix,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.9kg,1949.0,Intel,Nvidia,1920,1080,2.8
1215,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Intel Celeron Dual Core 3205U 1.5GHz,2,32GB SSD,Intel HD Graphics,Chrome OS,,1.3kg,174.0,Intel,Intel,1366,768,1.5
1216,Acer,E5 774G,Notebook,17.3,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows,10,3.3kg,598.0,Intel,Nvidia,1600,900,2.0
1217,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,No OS,,2.8kg,539.0,Intel,Intel,1600,900,2.5
1218,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows,10,2.6kg,1272.0,Intel,Nvidia,1920,1080,2.6
1219,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Intel Core i7 7Y75 1.3GHz,8,256GB SSD,Intel HD Graphics 615,Windows,10,1.2kg,1149.0,Intel,Intel,1920,1080,1.3
1220,Lenovo,Thinkpad T560,Notebook,15.6,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,1529.0,Intel,Intel,1920,1080,2.6
1221,MSI,GP62MVR 6RF,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1476.11,Intel,Nvidia,1920,1080,2.6
1222,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,AMD A12-Series 9720P 2.7GHz,6,1TB HDD,AMD Radeon 530,Windows,10,2.1kg,529.0,AMD,AMD,1920,1080,2.7
1223,Dell,Latitude E7270,Ultrabook,12.5,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1713.37,Intel,Intel,1920,1080,2.4
1224,Dell,Inspiron 5578,2 in 1 Convertible,15.0,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.08kg,509.0,Intel,Intel,1920,1080,2.4
1225,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Intel HD Graphics 405,Windows,10,2.65kg,309.0,Intel,Intel,1366,768,1.6
1226,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1477.0,Intel,Intel,3200,1800,2.7
1227,Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 520,Linux,,2.18kg,521.86,Intel,Intel,1366,768,2.5
1228,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,1029.0,Intel,Nvidia,1920,1080,2.6
1229,MSI,GL62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1149.0,Intel,Nvidia,1920,1080,2.8
1230,Lenovo,ThinkPad Yoga,Netbook,12.5,Intel Core i7 6500U 2.50GHz,16,512GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1650.0,Intel,Intel,1920,1080,2.5
1231,Razer,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Nvidia GeForce GTX 1060,Windows,10,1.95kg,3499.0,Intel,Nvidia,1920,1080,2.8
1232,Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,469.01,Intel,Intel,1366,768,2.4
1233,MSI,GE72VR Apache,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.7kg,1598.0,Intel,Nvidia,1920,1080,2.8
1234,Apple,MacBook Air,Ultrabook,11.6,Intel Core i5 1.6GHz,4,256GB Flash Storage,Intel HD Graphics 6000,macOS,X,1.08kg,959.0,Intel,Intel,1366,768,1.6
1235,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows,10,2.1kg,478.0,Intel,Intel,1920,1080,2.0
1236,HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,2198.19,Intel,Intel,2560,1440,2.5
1237,Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,7,2.24kg,737.0,Intel,Intel,1366,768,2.3
1238,MSI,GL62 6QF,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.3kg,1169.0,Intel,Nvidia,1920,1080,2.6
1239,Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,1499.0,Intel,Intel,1920,1080,2.7
1240,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,597.57,AMD,AMD,1920,1080,3.6
1241,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.45kg,1280.0,Intel,Intel,1920,1080,2.5
1242,Acer,Aspire ES1-572,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,500GB HDD,Intel HD Graphics 520,Linux,,2.4kg,361.8,Intel,Intel,1366,768,2.0
1243,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Nvidia GeForce 940MX,Windows,10,2.77kg,1799.0,Intel,Nvidia,1920,1080,2.7
1244,HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,1099.99,Intel,Intel,1920,1080,2.3
1245,Asus,Rog GL553VE-FY052T,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1600.0,Intel,Nvidia,1920,1080,2.8
1246,Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.6kg,875.0,Intel,Intel,1366,768,2.5
1247,Asus,Rog GL502VS,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.34kg,2325.0,Intel,Nvidia,1920,1080,2.6
1248,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,No OS,,2.3kg,573.0,Intel,Intel,1920,1080,2.5
1249,Dell,XPS 13,2 in 1 Convertible,13.3,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Windows,10,1.24kg,1813.0,Intel,Intel,3200,1800,1.2
1250,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,,2.2kg,324.0,Intel,Intel,1366,768,1.6
1251,HP,255 G6,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4,500GB HDD,AMD Radeon R4 Graphics,Windows,10,1.86kg,399.0,AMD,AMD,1366,768,2.5
1252,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i3 6100U 2.3GHz,6,128GB SSD,Nvidia GeForce 920MX,Windows,10,2.4kg,569.0,Intel,Nvidia,1920,1080,2.3
1253,Lenovo,ThinkPad L460,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.9kg,1072.0,Intel,Intel,1920,1080,2.3
1254,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,443.99,Intel,Intel,1366,768,1.6
1255,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows,10,2kg,339.0,Intel,Intel,1366,768,1.1
1256,Asus,Rog G752VT-GC073T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,4.0kg,1900.0,Intel,Nvidia,1920,1080,2.6
1257,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.29kg,490.0,Intel,Intel,1366,768,2.0
1258,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,1TB Hybrid,AMD Radeon R5 M330,Windows,7,2.32kg,895.0,Intel,AMD,1920,1080,2.5
1259,MSI,GE62 Apache,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.4kg,1229.0,Intel,Nvidia,1920,1080,2.6
1260,Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,833.01,Intel,Intel,1920,1080,2.3
1261,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,Intel Core M 6Y30 0.9GHz,8,512GB SSD,Intel HD Graphics 515,Windows,10,1.2kg,729.0,Intel,Intel,1920,1080,0.9
